timestamp,volume,open,high,low,close,chg,percent,turnoverrate,amount,volume_post,amount_post
2023-08-14,11299167,11.9574,12.2063,11.6985,11.9972,-0.2091,-1.71,6.24,135422322.0,,
2023-08-15,16175155,11.8877,12.8335,11.6786,12.4751,0.4779,3.98,8.93,197553377.0,700.0,8771.0
2023-08-16,22477791,12.2561,13.1223,12.2362,12.9132,0.4381,3.51,12.41,288150623.0,,
2023-08-17,15288173,12.724,13.0127,12.5747,12.8435,-0.0697,-0.54,8.44,195998415.0,,
2023-08-18,11108564,12.7937,12.8833,12.2561,12.276,-0.5675,-4.42,6.13,139298495.0,600.0,7398.0
2023-08-21,18221621,12.2461,13.0824,12.1864,12.8634,0.5874,4.78,10.06,233853720.0,600.0,7752.0
2023-08-22,29141677,12.7539,14.0382,12.7539,13.6599,0.7965,6.19,16.08,394793790.0,200.0,2744.0
2023-08-23,17228098,13.4309,13.5404,13.172,13.3413,-0.3186,-2.33,9.51,231099842.0,1000.0,13400.0
2023-08-24,44700490,13.5404,15.9299,13.2417,14.8248,1.4835,11.12,24.67,648207617.0,4700.0,69983.0
2023-08-25,51387267,14.4365,15.92,14.1278,15.3226,0.4978,3.36,28.36,782114033.0,,
2023-08-28,70676009,18.3891,18.3891,16.2386,16.2883,0.9657,6.3,39.01,1256414948.0,400.0,6544.0
2023-08-29,61204859,16.2585,17.0948,15.2828,17.055,0.7667,4.71,33.78,989674497.0,1080.0,18500.0
2023-08-30,45520930,16.129,16.129,14.8248,14.8347,-2.2203,-13.02,23.28,698333731.0,400.0,5960.0
2023-08-31,25119362,14.4962,15.1832,14.4365,14.4564,-0.3783,-2.55,12.85,372420483.0,7000.0,101640.0
2023-09-01,23267438,14.3469,14.9144,13.9486,14.0581,-0.3983,-2.76,11.9,335888714.0,,
2023-09-04,18323868,13.9984,14.3668,13.7495,14.1378,0.0797,0.57,9.37,258542917.0,,
2023-09-05,21279946,14.0382,14.2075,13.5006,13.5404,-0.5974,-4.23,10.88,294547450.0,,
2023-09-06,12971221,13.5404,13.6201,13.2417,13.3015,-0.2389,-1.76,6.63,174079117.0,,
2023-09-07,12697492,13.3015,13.5006,13.2019,13.2119,-0.0896,-0.67,6.49,170275755.0,1100.0,14597.0
2023-09-08,11852745,13.2417,13.2816,12.8933,13.1322,-0.0797,-0.6,6.06,155748676.0,,
2023-09-11,9439657,13.0725,13.2915,12.9231,13.192,0.0598,0.46,4.83,124802942.0,,
2023-09-12,8557252,13.192,13.2318,12.953,12.9928,-0.1992,-1.51,4.38,112374712.0,,
2023-09-13,7719568,12.953,12.9928,12.6941,12.8435,-0.1493,-1.15,3.95,99571422.0,,
2023-09-14,7062293,12.8734,13.0327,12.8037,12.9431,0.0996,0.78,3.61,91740155.0,,
2023-09-15,5533721,13.0127,13.0824,12.8037,12.8236,-0.1195,-0.92,2.83,71761081.0,,
2023-09-18,5968186,12.7937,12.9729,12.6444,12.8734,0.0498,0.39,3.05,76991651.0,,
2023-09-19,5573247,12.7638,12.9231,12.6543,12.6742,-0.1992,-1.55,2.85,71439153.0,2000.0,25460.0
2023-09-20,4757000,12.6444,12.8435,12.5249,12.5249,-0.1493,-1.18,2.43,60597733.0,,
2023-09-21,4305867,12.4054,12.6742,12.4054,12.4652,-0.0597,-0.48,2.2,54099376.0,,
2023-09-22,6931009,12.4054,12.8037,12.4054,12.7638,0.2986,2.4,3.55,88161807.0,1100.0,14102.0
2023-09-25,5811242,12.6941,12.8037,12.4652,12.505,-0.2588,-2.03,2.97,73554777.0,,
2023-09-26,4245635,12.5149,12.6245,12.4253,12.505,0.0,0.0,2.17,53407790.0,400.0,5024.0
2023-09-27,5709918,12.5249,12.5448,12.2859,12.3258,-0.1792,-1.43,2.92,71264274.0,,
2023-09-28,4656961,12.4253,12.5448,12.2561,12.495,0.1692,1.37,2.38,58362918.0,,
